,localisation,prix_annonce,date_pub,m2,pieces,chambres,lien,text_annonce,floatm2,eta,Loyer estimé,Prix/m2
4267,16,4900000,2017-07-12 00:00:00,360,9.0,5.0,https://proprietes.lefigaro.fr/annonces/appartement-paris-ile+de+france-france/650940-4/,"Au cinquième étage d'un bel immeuble des années 30, appartement de réception et familial. Il se compose d'un salon ouvrant sur un large...",360.0,5.0,7300.0,13611.111111111111
4268,16,1060000,2017-07-11 00:00:00,115,3.0,3.0,http://www.explorimmo.com/annonce-12676465.html,"GUY HOQUET - AGENCE AUTEUIL vous présente : à proximité des commerces du Village d'Auteuil, sur le boulevard Murat, bel appartement...",115.0,1.0,3990.0,9217.391304347826
4269,16,440000,2017-07-11 00:00:00,"42,19",1.0,1.0,http://www.explorimmo.com/annonce-12676455.html,"GUY HOQUET - AGENCE AUTEUIL vous présente : dans le secteur Muette/Boulainvilliers, un grand studio occupé de 42,19 m2 entièrement...",42.19,5.0,1800.0,10429.011614126572
4270,16,1345000,2017-07-11 00:00:00,146,4.0,3.0,http://www.explorimmo.com/annonce-12676447.html,"GUY HOQUET - AGENCE AUTEUIL vous présente en exclusivité : à proximité de la place de Barcelone, dans un immeuble 1930 de bon standing,...",146.0,4.0,4335.0,9212.328767123288
4271,16,317000,2017-07-10 00:00:00,35,1.0,0.0,http://www.explorimmo.com/annonce-12663319.html,EXELMANS / CHARDON LAGACHE -avenue de Versailles- Dans une copropriété bien entretenu au 3éme étage plein SUD appartement traversant...,35.0,3.0,995.0,9057.142857142857
4272,16,545000,2017-07-10 00:00:00,61,3.0,2.0,http://www.explorimmo.com/annonce-12658357.html,"Guy Hoquet Agence Auteuil vous présente : A proximité immédiate du marché de l'Avenue de Versailles, de ses commerces et transports,...",61.0,2.0,1665.0,8934.426229508197
4273,16,2060000,2017-07-04 00:00:00,199,6.0,3.0,https://proprietes.lefigaro.fr/annonces/appartement-paris-ile+de+france-france/12484607/,PASSY - RAYNOUARD -BEL APPARTEMENT FAMILIAL 6 / Pièces de 199m²-IMMEUBLE STANDING D'ANGLE ET TRES LUMINEUX - PLEIN SOLEIL au 3ème...,199.0,3.0,5500.0,10351.75879396985
4275,16,2390000,2017-06-27 00:00:00,"239,7",5.0,2.0,https://proprietes.lefigaro.fr/annonces/appartement-paris-ile+de+france-france/11912578/,"Bel immeuble ancien pierre de taille Appartement de 239,71 m² au 1er étage avec ascenseur,vue sur le Square Lamartine, à la décoration...",239.7,1.0,5100.0,9970.796829370047
4278,16,5775000,2017-06-16 00:00:00,"375,6",11.0,4.0,https://proprietes.lefigaro.fr/annonces/appartement-paris-ile+de+france-france/12344509/,"Paris - 75016. En étage élevé d'un immeuble cossu et discret au charme désuet, cet appartement sur deux niveaux est empreint de majesté...",375.6,4.0,5100.0,15375.399361022362
4279,16,1819000,2017-06-15 00:00:00,"139,5",5.0,3.0,http://www.explorimmo.com/annonce-12335202.html,"PARIS XVI - IENA / PLACE DES ETATS UNIS Exclusivité VANEAU TROCADERO. Situé à proximité de la place des Etats Unis, dans un bel...",139.5,3.0,3850.0,13039.42652329749
4280,16,5775000,2017-06-13 00:00:00,385,11.0,4.0,http://www.explorimmo.com/annonce-12320882.html,PASSY. Exceptionnel duplex aux derniers étages d'un immeuble haussmannien de grand standing bénéficiant d'une magnifique vue sur la...,385.0,5.0,5100.0,15000.0
4281,16,2100000,2017-06-13 00:00:00,145,5.0,3.0,http://www.explorimmo.com/annonce-12320531.html,"Sans vis à vis, quartier RANELAGH Paris 16ème, au 6ème et dernier étage avec ascenseur d'une copropriété de grand standing, venez découvrir...",145.0,4.0,4335.0,14482.758620689656
4282,16,770000,2017-06-13 00:00:00,75,3.0,2.0,http://www.explorimmo.com/annonce-12298103.html,"Paris 16 - Boulevard Murat. Au 2ème étage avec ascenseur d'un bel immeuble, nous vous proposons un appartement 3 pièces de 75 m². Il...",75.0,2.0,2800.0,10266.666666666666
4283,16,135000,2017-06-08 00:00:00,12,1.0,0.0,http://www.explorimmo.com/annonce-12202321.html,"PARIS 16EME ARRONDISSEMENT, Exclusivité : studio de 12 m2 idéalement situé au cœur du quartier de Passy dans une rue calme et à proximité...",12.0,6.0,565.0,11250.0
4284,16,800000,2017-06-07 00:00:00,71,2.0,1.0,https://proprietes.lefigaro.fr/annonces/appartement-paris-ile+de+france-france/11435587/,"Paris 16 - Foch. Dans une magnifique résidence Haussmannienne réhabilitée avec services de conciergerie, nous vous proposons un appartement...",71.0,6.0,4000.0,11267.605633802817
4285,16,3540000,2017-06-07 00:00:00,307,6.0,3.0,https://proprietes.lefigaro.fr/annonces/appartement-paris-ile+de+france-france/11821064/,"Paris 16ème - Maison de la Radio - Au 10ème étage d'un immeuble de bon standing, avec gardiennage 24H/24, appartement familial et de...",307.0,10.0,5100.0,11530.944625407166
4286,16,1260000,2017-06-07 00:00:00,102,5.0,2.0,http://www.explorimmo.com/annonce-12272736.html,"Idéalement situé au calme près du métro Passy, au deuxième étage d'un bel immeuble art nouveau, cet appartement refait à neuf a gardé...",102.0,2.0,3000.0,12352.941176470587
4287,16,420000,2017-06-06 00:00:00,46,2.0,1.0,http://www.explorimmo.com/annonce-12269135.html,"Immeuble ancien de bon standing, charmant appartement entièrement rénové. Entrée, double séjour, cuisine aménagée et équipée, chambre,...",46.0,1.0,1335.0,9130.434782608696
4288,16,1250000,2017-06-06 00:00:00,72,3.0,2.0,http://www.explorimmo.com/annonce-11464422.html,"PARIS 16 - PORTE D'AUTEUIL - TERRASSE - 2 CHAMBRES Au dernier étage avec ascenseur d'un immeuble des années 30, appartement entièrement...",72.0,4.0,2359.0,17361.11111111111
4289,16,1450000,2017-06-01 00:00:00,"127,93",4.0,2.0,http://www.explorimmo.com/annonce-12234369.html,"PARIS 16 EME - RAFFET / SUCHET - MAGNIFIQUE 4 PIÈCES + BALCON 13 m²Très bel immeuble récent de standing au 2 ème étage avec ascenseur;Entrée,...",127.93,2.0,3724.0,11334.32345814117
4290,16,740000,2017-06-01 00:00:00,44,2.0,1.0,http://www.explorimmo.com/annonce-7005308.html,AVENUE FOCH - BIEN D'EXCEPTION AVEC PARKING DS BEL IMMEUBLE RECENT. HAUT STANDING AVEC CONCIERGERIE DE QUALITE TRES BELLE VUE...,44.0,4.0,2260.0,16818.18181818182
4291,16,1490000,2017-05-31 00:00:00,"143,16",5.0,3.0,http://www.explorimmo.com/annonce-11772939.html,PARIS 16EME - LALO / DAUPHINE - 5 PIECES / 3 CHAMBRESMagnifique immeuble pierre de taille 1900 aux belles parties communes au 2eme...,143.16,2.0,4500.0,10407.935177423862
4292,16,2250000,2017-05-30 00:00:00,190,6.0,4.0,https://proprietes.lefigaro.fr/annonces/appartement-paris-ile+de+france-france/12221903/,"Appartement, en étage élevé, entièrement refait à neuf avec des matériaux contemporains haut de gamme, composé d'une entrée, une double...",190.0,4.0,4890.0,11842.105263157895
4293,16,395000,2017-05-24 00:00:00,"29,27",2.0,1.0,http://www.explorimmo.com/annonce-12198304.html,"PARIS XVI - RAYMOND POINCARÉ / LAURISTON VANEAU Trocadéro. Situé au 4è étage, plein Sud, 2 pièces de 29.27m2 loi carrez refait à...",29.27,4.0,1200.0,13495.046122309532
4294,16,6600000,2017-05-24 00:00:00,260,6.0,4.0,https://proprietes.lefigaro.fr/annonces/appartement-paris-ile+de+france-france/866137-8/,"Dans un immeuble de très haut standing, au 3ème étage avec ascenseur, un appartement en parfait état de 260m2 profitant d'une vue exceptionnelle...",260.0,3.0,5100.0,25384.615384615383
4295,16,5900000,2017-05-23 00:00:00,249,7.0,4.0,http://www.explorimmo.com/annonce-9847918.html,"Appartement au 2ème étage d'un immeuble haussmannien de standing et sur une allée privée comprenant: galerie d'entrée, double réception...",249.0,2.0,5100.0,23694.779116465863
4296,16,159000,2017-05-23 00:00:00,"17,34",2.0,1.0,http://www.explorimmo.com/annonce-12188293.html,À VENDRE 159 000€ FAI CHERNOVIZ/PASSY Paris 16e 2 CHAMBRES MITOYENNES À UNIFIER 7e sans ascenseur I . - LES DEUX CHAMBRES ...,17.34,7.0,780.0,9169.55017301038
4297,16,870000,2017-05-20 00:00:00,80,3.0,2.0,http://www.explorimmo.com/annonce-12173948.html,"Bel appartement calme et lumineux en très bon état avec beaucoup de charme. Grande pièce à vivre avec double séjour et cuisine ouverte,...",80.0,3.0,2000.0,10875.0
4298,16,1550000,2017-05-18 00:00:00,175,6.0,5.0,http://www.explorimmo.com/annonce-12163054.html,"16EME MONTMORENCY- BEL APPARTEMENT FAMILIAL Dans résidence de standing sécurisée 24h sur 24, au 4ème étage ascenseur - beaux volumes,...",175.0,4.0,6500.0,8857.142857142857
4299,16,2725000,2017-05-18 00:00:00,"152,9",5.0,4.0,http://www.explorimmo.com/annonce-12161024.html,"Située dans le quartier recherché d'Auteuil,vous bénéficiez du métro Porte d'Auteuil au pied de l'immeuble. Les écoles les plus cotées...",152.9,9.0,5650.0,17822.105951602352
4301,16,2290000,2017-05-13 00:00:00,"201,42",6.0,3.0,http://www.explorimmo.com/annonce-12066466.html,"Paris XVI - VICTOR HUGO / LONGCHAMP Très bel appartement situé dans une voie privée au calme, au 3ème étage avec ascenseur, de 201.42m2...",201.42,3.0,5500.0,11369.278125310298
4302,16,8450000,2017-04-29 00:00:00,328,8.0,5.0,http://www.explorimmo.com/annonce-6071864.html,"Sublime appartement de 323 m² avec terrasse de 50 m² et vue imprenable sur la Tour Eiffel et l'avenue Foch. Luxueusement rénové, ce...",328.0,6.0,7300.0,25762.19512195122
4304,16,1320000,2017-04-24 00:00:00,61,4.0,2.0,http://www.explorimmo.com/annonce-12023859.html,"Avenue Foch, un appartement avec vue sur la fontaine de la Place Victor Hugo, conçu comme une suite d'Hôtel, il se compose d'un séjour...",61.0,6.0,2060.0,21639.344262295082
4305,16,238350,2017-04-22 00:00:00,38,1.0,0.0,http://www.explorimmo.com/annonce-11553670.html,"Ce studio de 38m² est situé au 5 ème étage d'une résidence aux prestations exceptionnelles : gardiennage 24H/24, service de restauration...",38.0,2.0,1130.0,6272.368421052632
4306,16,6250000,2017-04-21 00:00:00,250,7.0,3.0,http://www.explorimmo.com/annonce-3079536.html,Appartement d'exception de 250 m² en parfait état avec vue imprenable sur la Tour Eiffel. Exposé sud dans un immeuble haussmannien...,250.0,3.0,5100.0,25000.0
4309,16,2450000,2017-04-13 00:00:00,200,7.0,5.0,http://www.explorimmo.com/annonce-11954875.html,"Place des Etats Unis - PROFESSION LIBERALE POSSIBLE - Dans un bel immeuble haussmannien de standing (1890), situé au 1er étage avec...",200.0,1.0,5500.0,12250.0
4311,16,1100000,2017-04-10 00:00:00,100,5.0,3.0,http://www.explorimmo.com/annonce-11941061.html,"Immeuble récent de bon standing idéalement situé, appartement au 4ème étage desservi par ascenseur, calme et lumineux, au plan sans...",100.0,4.0,2624.0,11000.0
4312,16,640000,2017-04-08 00:00:00,56,2.0,1.0,http://www.explorimmo.com/annonce-11935703.html,"A VENDRE - PARIS 16 - DERNIER ETAGE TERRASSE - RANELAGH Au 6ème et dernier étage d'un bel immeuble des années 50, appartement composé...",56.0,4.0,2300.0,11428.57142857143
4313,16,4400000,2017-04-06 00:00:00,245,7.0,4.0,http://www.explorimmo.com/annonce-11916313.html,"SPONTINI, à proximité de la place Victor Hugo et de l'avenue Bugeaud, dans un bel immeuble de caractère à structure Eiffel apparente,...",245.0,4.0,5100.0,17959.183673469386
4315,16,470000,2017-04-04 00:00:00,52,2.0,1.0,http://www.explorimmo.com/annonce-11264760.html,"Boulevard Murat, au calme, nous vous proposons ce grand 2 pièces de 52 m² , en fond de cour/jardin d'un immeuble ancien. Très bien...",52.0,2.0,1488.0,9038.461538461539
4317,16,1120000,2017-03-31 00:00:00,74,3.0,2.0,http://www.explorimmo.com/annonce-11861141.html,"Idéalement situé avenue du Président Kennedy / Métro Passy avec une vue incroyable sur la Seine et la tour Eiffel, cet appartement...",74.0,3.0,2700.0,15135.135135135135
4320,16,1150000,2017-03-25 00:00:00,104,4.0,2.0,https://proprietes.lefigaro.fr/annonces/appartement-paris-ile+de+france-france/11832054/,"Au 6ème étage d'un bel immeuble des années 1970, appartement de quatre pièces, composé de deux chambres donnant sur jardin, une salle...",104.0,6.0,3450.0,11057.692307692309
4322,16,3140000,2017-03-15 00:00:00,282,7.0,3.0,http://www.explorimmo.com/annonce-9830346.html,"Avenue Victor Hugo. Dans un très bel immeuble haussmannien, appartement de 282 m² au 5ème étage. Comprenant: une grande galerie d'entrée,...",282.0,5.0,5100.0,11134.751773049646
4323,16,765000,2017-03-07 00:00:00,76,2.0,1.0,http://www.explorimmo.com/annonce-11708278.html,Exelmans Appartement traversant de 76 m² au cinquième étage d'un immeuble de 1936. Ce bien est composé d'une entrée spacieuse...,76.0,5.0,2150.0,10065.78947368421
4324,16,334000,2017-03-01 00:00:00,37,1.0,0.0,http://www.explorimmo.com/annonce-11638045.html,"16ème rue Raynouard face à la Maison de la Radio, petit duplex atypique de 37m², composé au rez de chaussée bureau avec wc invité,...",37.0,1.0,1130.0,9027.027027027027
4325,16,3950000,2017-02-23 00:00:00,240,6.0,3.0,http://www.explorimmo.com/annonce-11635595.html,"Appartement - Avenue Foch - Magnifique vue dégagée pour ce 240m² en étage élevé. Belles réceptions avec balcon/terrasse, parfait état.....",240.0,4.0,5100.0,16458.333333333332
4326,16,235000,2017-02-22 00:00:00,38,1.0,0.0,http://www.explorimmo.com/annonce-6855292.html,"16è Appartement de services Hespérides situé au 5ème étage un studio de 38 m² avec une belle vue sur jardin, de nombreux rangements,...",38.0,5.0,1560.0,6184.210526315789
4327,16,925000,2017-01-23 00:00:00,97,4.0,2.0,http://www.explorimmo.com/annonce-11467586.html,"Très bel appartement traversant de 4 pièces et 97 m2 situé au 7ème étage dans le quartier de la Muette, à proximité des jardins du...",97.0,7.0,2600.0,9536.082474226803
4328,16,450000,2017-01-19 00:00:00,50,2.0,1.0,http://www.explorimmo.com/annonce-11448236.html,"16ème rue Georges Sand, au 3ème étage ascenseur dans un immeuble récent de standing, sur jardin au calme, 2 pièces, entrée, séjour...",50.0,3.0,1500.0,9000.0
4330,16,2700000,2017-01-05 00:00:00,200,5.0,2.0,https://proprietes.lefigaro.fr/annonces/appartement-paris-ile+de+france-france/11183925/,"TROCADERO - RUE BOISSIERE - Au 5ème étage d'un immeuble haussmannien de grand standing, un bel appartement de 196 m² (Loi Carrez) refait...",200.0,5.0,7500.0,13500.0
4332,16,1689000,2016-11-09 00:00:00,"185,83",5.0,3.0,http://www.explorimmo.com/annonce-11087308.html,"PARIS XVI - PORTE D'AUTEUIL: Au 2e étage avec ascenseur d'un immeuble en pierres de taille et briques de 1930, venez découvrir cet...",185.83,2.0,5500.0,9088.95226820212
4334,16,765000,2016-10-07 00:00:00,75,2.0,1.0,http://www.explorimmo.com/annonce-10903417.html,"A VENDRE - AUTEUIL SUD - APPARTEMENT UNE CHAMBRE - ÉTAGE ÉLEVÉ Au cinquième étage d'un immeuble de 1936, charmant appartement composé...",75.0,5.0,2750.0,10200.0
4335,16,4900000,2016-10-07 00:00:00,350,8.0,4.0,https://proprietes.lefigaro.fr/annonces/appartement-paris-ile+de+france-france/10781042/,"PARIS 16 PLACE des ÉTATS-UNIS : Situé sur l'une des places parisiennes les plus recherchées, dans un bel immeuble ancien, appartement...",350.0,4.0,5100.0,14000.0
4336,16,4900000,2016-09-28 00:00:00,365,9.0,5.0,https://proprietes.lefigaro.fr/annonces/appartement-paris-ile+de+france-france/117701-8/,""" Avenue Georges Mandel "". Dans un immeuble ancien de très grand standing. Un appartement de 365 m2 situé en étage élevé disposant...",365.0,4.0,7300.0,13424.657534246575
4339,16,1395000,2016-07-19 00:00:00,100,4.0,2.0,http://www.explorimmo.com/annonce-10348888.html,PARIS 16 ème TROCADERO - IENA. Au 5ème étage avec balcon d'un très bel immeuble haussmannien. Vue partielle Tour Eiffel . Cet...,100.0,5.0,3930.0,13950.0
4340,16,5750000,2016-06-07 00:00:00,283,8.0,5.0,http://www.explorimmo.com/annonce-9818770.html,"Exceptionnel. Dans l'immeuble le plus prestigieux de l'avenue Pierre 1er de Serbie, magnifique duplex de 283m². Rare, aussi son ravissant...",283.0,1.0,7300.0,20318.021201413427
4341,16,2100000,2016-06-01 00:00:00,190,7.0,3.0,https://proprietes.lefigaro.fr/annonces/appartement-paris-ile+de+france-france/962577-8/,"Quartier Victor Hugo / Square Lamartine à Paris, un appartement familial de 190 m². Situé au quatrième étage d'un immeuble récent de...",190.0,4.0,6200.0,11052.631578947368
4342,16,2990000,2016-04-22 00:00:00,120,3.0,1.0,http://www.explorimmo.com/annonce-7155338.html,"Situé a deux pas de la place Victor Hugo, au dernier étage d'un immeuble de standing sécurisé, appartement de prestige orienté Sud,...",120.0,4.0,3825.0,24916.666666666668
4344,16,945000,2016-02-24 00:00:00,70,3.0,1.0,https://proprietes.lefigaro.fr/annonces/appartement-paris-ile+de+france-france/522486-2/,Dans un bel immeuble 1930 au 2ème étage avec ascenseur un appartement de 70 m² : entrée double séjour cuisine équipée chambre...,70.0,2.0,1800.0,13500.0
4345,16,1490000,2016-02-11 00:00:00,123,4.0,3.0,http://www.explorimmo.com/annonce-8367820.html,"PLACE MEXICO Dans une belle résidence de très grand standing, au 4ème étage se trouve ce ravissant appartement, lumineux et calme,...",123.0,4.0,3730.0,12113.821138211382
4346,16,630000,2016-02-11 00:00:00,60,2.0,1.0,http://www.explorimmo.com/annonce-8367802.html,"Hempton Paris Trocadéro vous propose en exclusivité : Scheffer- Doumer -un ravissant 2 pièces, situé dans un immeuble des années 50,...",60.0,4.0,2300.0,10500.0
4349,16,1550000,2016-02-11 00:00:00,127,4.0,3.0,http://www.explorimmo.com/annonce-8367824.html,"Hempton Paris Trocadéro vous propose en EXCLUSIVITE: PLACE DU TROCADERO à 1mn à pied. Cette résidence très prisée, car de très grand...",127.0,5.0,3754.0,12204.72440944882
4352,16,1680000,2016-01-12 00:00:00,188,5.0,3.0,http://www.explorimmo.com/annonce-7979196.html,"16ème nord Appartement dans un immeuble haussmannien de grand standing avec ascenseur et gardien, situé au 4e étage avec balcon filant,...",188.0,4.0,6020.0,8936.170212765957
4353,16,6900000,2015-10-15 00:00:00,330,5.0,3.0,http://www.explorimmo.com/annonce-7023656.html,"Au cinquième étage d'un prestigieux immeuble face à l'OCDE, élégant appartement de 330m² composé d'un double séjour, d'une salle à...",330.0,5.0,5100.0,20909.090909090908
4354,16,4900000,2015-10-02 00:00:00,"348,44",8.0,5.0,http://www.explorimmo.com/annonce-6894744.html,"Dans un magnifique immeuble 1930, un appartement de 348,44m² loi Carrez en parfait état situé au 5ème étage avec ascenseur, plein Sud,...",348.44,5.0,7300.0,14062.679370910344
4355,16,1345000,2015-09-18 00:00:00,104,4.0,2.0,https://proprietes.lefigaro.fr/annonces/appartement-paris-ile+de+france-france/6740080/,Paris 16 - Porte de la Muette. Appartement situé au 4ème étage d'un immeuble de standing datant des années 50 avec vue sur l'Esplanade...,104.0,4.0,3400.0,12932.692307692309
4358,16,745000,2015-04-15 00:00:00,"87,46",3.0,2.0,http://www.explorimmo.com/annonce-5074292.html,"Rue François Gerard (Métro église d'auteuil ou Jasmin) - immeuble moderne (1978) - appartement de 3 pièces - 87,46 m² + GRAND BALCON...",87.46,3.0,2915.0,8518.179739309398
4361,16,1145000,2015-03-02 00:00:00,85,4.0,2.0,http://www.explorimmo.com/annonce-4448650.html,Dauphine: un bel appartement situé à l'avant dernier étage d'une résidence récente. Ce bien sans vis à vis a de nombreux atouts et...,85.0,4.0,3650.0,13470.588235294117
4362,16,1750000,2015-02-26 00:00:00,130,4.0,2.0,https://proprietes.lefigaro.fr/annonces/appartement-paris-ile+de+france-france/14043927/,"Appartement - Rue Marbeau à proximité de l'Avenue Foch. Prestations exceptionnelles pour cet appartement de 130m². Volumes, soleil,...",130.0,2.0,6000.0,13461.538461538461
4364,16,635000,2014-04-29 00:00:00,68,3.0,2.0,http://www.explorimmo.com/annonce-77389.html,Porte d'Auteuil- Quartiers Parisiens vous propose au 5ème étage d'un immeuble semi récent un appartement entièrement refait de 68 m²...,68.0,5.0,2800.0,9338.235294117647
4370,17,1880000,2018-01-27,214,8.0,5.0,http://www.explorimmo.com/annonce-15039941.html,Place de Wagram. Appartement familial avec balcon 8 pièces de 213 m² au 3ème étage avec ascenseur d'un immeuble haussmannien de...,214.0,3.0,8000.0,8785.046728971962
4371,17,2900000,2018-01-27,"305,83",7.0,4.0,http://www.explorimmo.com/annonce-15039939.html,"Place du général Catroux. Appartement familial et de réception 7 pièces de 305,83 m² en étage avec ascenseur dans un immeuble ancien...",305.83,4.0,5100.0,9482.392178661348
4372,17,2350000,2018-01-27,"178,91",7.0,5.0,http://www.explorimmo.com/annonce-15039937.html,"Marché Poncelet. Appartement familial 7 pièces de 178,91 m² avec 15 m² de balcons au 6ème et dernier étage avec ascenseur dans un immeuble...",178.91,4.0,4500.0,13135.095858252753
4375,17,675000,2018-01-27,"53,03",3.0,2.0,http://www.explorimmo.com/annonce-15039929.html,"Arc de Triomphe. Appartement 3 pièces de 52,64 m² carrez au 4ème étage avec ascenseur dans un ancien immeuble de très bon standing....",53.03,4.0,1680.0,12728.644163680936
4376,17,1185000,2018-01-27,"112,08",4.0,3.0,http://www.explorimmo.com/annonce-15039927.html,"Lycée Chaptal. Appartement 4 pièces de 112 m² (110,82 m² 'carrez') en étage avec ascenseur dans un immeuble ancien de bon standing....",112.08,4.0,2950.0,10572.805139186295
4378,17,3500000,2018-01-27,364,8.0,6.0,http://www.explorimmo.com/annonce-15039923.html,Parc Monceau. Appartement familial 8 pièces de 364 m² au 3ème étage avec ascenseur dans un immeuble ancien en pierre de taille de très...,364.0,3.0,7300.0,9615.384615384615
4379,17,1540000,2018-01-27,140,5.0,4.0,http://www.explorimmo.com/annonce-15039915.html,Etoile /Saint-Ferdinand. Appartement 5 pièces de 140 m² avec 4m² de balcon au 2ème étage avec ascenseur dans un immeuble récent de...,140.0,2.0,3850.0,11000.0
4381,17,415000,2018-01-27,"43,71",2.0,1.0,http://www.explorimmo.com/annonce-15039907.html,"Hôtel Hyatt. Appartement 2 pièces de 43,71 m² avec 4 m² de balcon au 2ème étage avec ascenseur dans un immeuble art déco de bon standing....",43.71,2.0,1330.0,9494.394875314572
4382,17,1295000,2018-01-27,143,5.0,4.0,http://www.explorimmo.com/annonce-15039903.html,Place du Maréchal Juin. Appartement familial 5 pièces de 143 m² en étage avec ascenseur dans un immeuble ancien de très bon standing....,143.0,4.0,4816.0,9055.944055944055
4383,17,1120000,2018-01-27,"89,2",3.0,3.0,http://www.explorimmo.com/annonce-15039901.html,"Métro Argentine. Appartement 3 pièces de 89,2 m² au 4ème étage avec ascenseur dans un immeuble ancien de bon standing. Entrée, séjour,...",89.2,4.0,2568.5,12556.053811659192
4386,17,465000,2018-01-27,40,3.0,2.0,http://www.explorimmo.com/annonce-15039183.html,"Très rare, Exclusivité Jouffroy/Cardinet dans un bel immeuble début de siècle au 2 ème étage, Appartement de 3 pièces composé : Un...",40.0,2.0,1200.0,11625.0
4387,17,925000,2018-01-27,85,4.0,2.0,http://www.explorimmo.com/annonce-15039181.html,"EXCLUSIVITÉ AMBRE IMMOBILIÈRERARE Boulevard Pereire/Saussure Dans un très bel immeuble début de siècle au 2 ème étage avec ascenseur,...",85.0,2.0,2187.0,10882.35294117647
4388,17,49000,2018-01-27,"8,5",1.0,0.0,http://www.explorimmo.com/annonce-15033291.html,PARIS XVIIème - RUE CARDINET - CHAMBRE DE SERVICE - REFAITE A NEUF- A 150 METRES DU METRO - Efficity l'agence immobilière qui estime...,8.5,6.0,565.0,5764.705882352941
4389,17,430000,2018-01-27,48,3.0,1.0,http://www.explorimmo.com/annonce-15033231.html,Paris 17ème - Epinettes - Jonquière - appartement 48 m² - 5ème étage - 1 (ou 2) chambre(s). Exclusivité. Dans un bel immeuble 1930...,48.0,5.0,2000.0,8958.333333333334
4390,17,415000,2018-01-27,44,2.0,1.0,http://www.explorimmo.com/annonce-15031987.html,"Porte Maillot, au Cur d'une rue calme et résidentielle, beau 2 pièces de 44 m² au 2ème étage avec ascenseur dans immeuble Art Déco...",44.0,2.0,1330.0,9431.818181818182
4391,17,698000,2018-01-27,65,3.0,2.0,http://www.explorimmo.com/annonce-15031873.html,"17è quartier Ternes/Pereire, rue Pierre Demours, dans immeuble pierre de taille, beau 3pièces au 3è étage avec ascenseur : entrée,...",65.0,3.0,2100.0,10738.461538461539
4392,17,765000,2018-01-27,73,3.0,2.0,http://www.explorimmo.com/annonce-14976731.html,"PARIS XVII- PEREIRE West Immobilier vous propose ,dans un immeuble semi recent ,un appartement comprenant :une entrée, un double...",73.0,1.0,2120.0,10479.452054794521
4393,17,1799000,2018-01-27,161,6.0,4.0,http://www.explorimmo.com/annonce-15028729.html,"75017 - JOUFFROY D'ABBANS West Immobilier vous propose, dans un bel immeuble ancien en plein coeur du 17ème , un appartement de 161...",161.0,2.0,4500.0,11173.91304347826
4395,17,2790000,2018-01-27,218,7.0,4.0,http://www.explorimmo.com/annonce-15028125.html,RUE DE PHALSBOURG. EXCEPTIONNEL. DANS UN IMMEUBLE ANCIEN DE STANDING. AU 2EME ETAGE AVEC BALCONS. 3M55 DE HAUTEUR SOUS PLAFOND. GALERIE...,218.0,3.0,7500.0,12798.165137614678
4396,17,1445000,2018-01-27,148,5.0,3.0,http://www.explorimmo.com/annonce-15027119.html,"Boulevard de Dixmude Bel appartement 1930 Au Calme, sans vis-à-vis et ensoleillé Ce grand appartement familial de 148.07 m² Carrez,...",148.0,1.0,5000.0,9763.513513513513
4397,17,2230000,2018-01-27,215,9.0,6.0,http://www.explorimmo.com/annonce-15027049.html,"PARIS 17ème- PEREIRE / GUERSANT. Immeuble de standing en Pierre de Taille, au 2ème et 3ème étage avec ascenseur. Appartement famialial...",215.0,3.0,8000.0,10372.093023255815
4398,17,1145000,2018-01-27,130,6.0,3.0,http://www.explorimmo.com/annonce-15027045.html,"Paris 17ème - Place Saint Ferdinand - Dans un très bel immeuble haussmannien de grand standing, Appartement Atypique de 98m² soit ...",130.0,4.0,4800.0,8807.692307692309
4399,17,640000,2018-01-27,56,2.0,1.0,http://www.explorimmo.com/annonce-15027041.html,"Paris17ème-St Ferdinand/Ternes -Dans un immeuble récent, appartement de 57m² avec terrasse de 9,5m² situé au 5ème étage avec ascenseur.Composé...",56.0,5.0,1400.0,11428.57142857143
4400,17,1125000,2018-01-25,"93,56",5.0,3.0,http://www.explorimmo.com/annonce-15026297.html,"PARIS 17EME- MONCEAU - RUE LEON COGNIET - 5 PIECES / 3 CHAMBRESDans très bel immeuble en pierre de taille, au 3ème étage avec ascenseur,...",93.56,3.0,3500.0,12024.369388627618
4401,17,1950000,2018-01-25,"219,08",8.0,5.0,http://www.explorimmo.com/annonce-15026289.html,"PARIS 17 EME LIMITE 8 EME - BOULEVARD MALESHERBES PROXIMITE PLACE DU GENERAL CATROUX - Bel immeuble ancien en pierre de taille, au...",219.08,1.0,7500.0,8900.85813401497
4402,17,338000,2018-01-25,30,2.0,1.0,http://www.explorimmo.com/annonce-15024399.html,Saint-Ferdinand. Studio (transformable en 2 pièces) de 30 m² au 2ème étage sans ascenseur dans un immeuble ancien de bon standing....,30.0,2.0,1180.0,11266.666666666666
4403,17,96000,2018-01-25,"9,34",1.0,0.0,http://www.explorimmo.com/annonce-15024171.html,"Au pied du Métro Courcelles, dans un bel immeuble en pierre de taille, au 5ème étage avec ascenseur jusqu'au 4ème étage, Chambre...",9.34,5.0,690.0,10278.372591006424
