,localisation,prix_annonce,date_pub,m2,pieces,chambres,lien,text_annonce,floatm2,eta,Loyer estimé,Prix/m2
724,5,760000,2017-12-02 00:00:00,72,3.0,2.0,http://www.explorimmo.com/annonce-14398877.html,"A vendre Appartement PARIS 5 (75005)Vente Paris 5ème - Proximité Eglise Saint Médard 3 Pièces 72m². Rue Claude Bernard, au 1er étage...",72.0,1.0,2200.0,10555.555555555555
726,5,299000,2017-12-01 00:00:00,21,1.0,0.0,http://www.explorimmo.com/annonce-14078769.html,"Sectorisée henry IV, idéal investissement, pied à terre, à deux pas de notre dame et de la place Maubert Mutualité Venez découvrir...",21.0,3.0,995.0,14238.095238095239
727,5,550000,2017-11-29 00:00:00,"31,08",1.0,0.0,http://www.explorimmo.com/annonce-14357705.html,"Au premier étage d'un immeuble récent avec ascenseur, ce studio d'une surface de 31,08 m² (possibilité de le transformer en deux-pièces)...",31.08,1.0,1330.0,17696.267696267696
729,5,298000,2017-11-28 00:00:00,24,1.0,0.0,http://www.explorimmo.com/annonce-14344553.html,"Mouffetard : situé au calme sur cour, charmant studio (20.40m² loi carrez) atypique avec jouissance d'une terrasse (11m²). Appartement...",24.0,1.0,1325.0,12416.666666666666
731,5,275600,2017-11-25 00:00:00,"18,16",1.0,0.0,http://www.explorimmo.com/annonce-12695069.html,"A proximité du Jardin des Plantes, Dans un immeuble de standing des années 1930 avec gardien, Au 2ème étage avec ascenseur, un studio...",18.16,2.0,745.0,15176.211453744494
732,5,462000,2017-11-25 00:00:00,40,2.0,1.0,http://www.explorimmo.com/annonce-14303103.html,"Paris 5ème: Au pied du Jardin des Plantes - Jussieu Dans un bel immeuble de bon standing et situé au 2ème étage avec ascenseur, un...",40.0,2.0,1600.0,11550.0
733,5,2250000,2017-11-24 00:00:00,"177,1",7.0,5.0,https://proprietes.lefigaro.fr/annonces/appartement-paris-ile+de+france-france/13731753/,"Au deuxième étage d'un immeuble d'angle avec ascenseur, élégant appartement familial et de réception de sept pièces principales et...",177.1,2.0,5500.0,12704.686617730096
735,5,445000,2017-11-21 00:00:00,"38,25",2.0,1.0,http://www.explorimmo.com/annonce-14254375.html,"PARIS 5 - CENSIER / DAUBENTON. Au troisième et dernier étage sans ascenseur d'un immeuble ancien de bon standing, nous vous proposons...",38.25,4.0,1480.0,11633.986928104576
737,5,435000,2017-11-20 00:00:00,28,1.0,1.0,http://www.explorimmo.com/annonce-34214532-1.html,"Au coeur du quartier Latin et à proximité des grandes écoles , au 4ème étage d'un immeuble , grand studio avec chambre en verrière...",28.0,4.0,1076.0,15535.714285714286
738,5,300000,2017-11-19 00:00:00,"23,32",1.0,0.0,http://www.explorimmo.com/annonce-14229361.html,"Dans un quartier recherché entre le Panthéon et le Jardin du Luxembourg, au 1er et dernier étage donnant sur une jolie cour pavée....",23.32,4.0,905.0,12864.493996569468
739,5,550000,2017-11-17 00:00:00,47,2.0,1.0,http://www.explorimmo.com/annonce-14178527.html,"I@D France - Jessica FARINA (06 66 16 98 03) vous propose : Secteur Jardin des Plantes, respectivement à 3 et 4 min à pied du Métro...",47.0,5.0,1772.0,11702.127659574468
740,5,560000,2017-11-17 00:00:00,43,2.0,1.0,http://www.explorimmo.com/annonce-14201529.html,"A deux pas du Jardin des Plantes, dans un immeuble de 1964 de bonne facture, au 5ème étage, venez découvrir ce duplex composé d'un...",43.0,5.0,2200.0,13023.255813953489
741,5,530250,2017-11-16 00:00:00,46,2.0,1.0,http://www.explorimmo.com/annonce-11982218.html,"Entre le Panthéon et le Bd Saint Germain, Un appartement de 2 pièces traversant récemment rénové. Agencement idéal, charme de l'ancien....",46.0,1.0,1447.5,11527.173913043478
743,5,1230000,2017-11-16 00:00:00,92,3.0,2.0,http://www.explorimmo.com/annonce-14196059.html,"I@D France - Béatrice VERDIER (06 13 92 86 81) vous propose : Boulevard St Marcel, au 7 ème étage d'un immeuble avec gardien, bel appartement...",92.0,2.0,5500.0,13369.565217391304
744,5,1400000,2017-11-16 00:00:00,104,4.0,2.0,http://www.explorimmo.com/annonce-14196023.html,"I@D France - Béatrice VERDIER (06 13 92 86 81) vous propose : Boulevard St Marcel, au 7 ème étage d'un immeuble avec gardien, appartement...",104.0,2.0,3900.0,13461.538461538461
745,5,2610000,2017-11-16 00:00:00,195,7.0,4.0,http://www.explorimmo.com/annonce-14195979.html,"I@D France - Béatrice VERDIER (06 13 92 86 81) vous propose : Boulevard St Marcel, au 7 ème étage d'un immeuble avec gardien, bel appartement...",195.0,2.0,7400.0,13384.615384615385
747,5,995000,2017-11-15 00:00:00,"82,2",4.0,3.0,http://www.explorimmo.com/annonce-13800229.html,"EXCLUSIVITE - Au pied du métro Censier Daubenton, dans un immeuble ancien de 1860, au 3ème étage, 4 pièces au plan sans perte d'espace...",82.2,3.0,3500.0,12104.62287104623
748,5,799000,2017-11-13 00:00:00,"58,37",3.0,2.0,http://www.explorimmo.com/annonce-14156185.html,"Observatoire / Port Royal Dans un immeuble pierre de Taille, au 5ème étage avec ascenseur, appartement de 3/4 pièces sans perte de...",58.37,5.0,1889.0,13688.538632859347
749,5,840000,2017-11-13 00:00:00,68,4.0,2.0,http://www.explorimmo.com/annonce-14155673.html,"Au 3 ème étage sans ascenseur d'une copropriété de bon standing, un appartement de 68 m2. Ce bien de 3/4 pièces se compose d'un double...",68.0,2.0,2000.0,12352.941176470587
750,5,620000,2017-11-13 00:00:00,"48,37",2.0,1.0,http://www.explorimmo.com/annonce-14155655.html,"Dans un immeuble pierre de Paris de la rue des Fossés Saint Jacques, un grand studio de 48,5m2 (possibilité 2 pièces) au 4ème étage...",48.37,4.0,1560.0,12817.86231135001
754,5,1290000,2017-11-08 00:00:00,100,4.0,3.0,http://www.explorimmo.com/annonce-14113613.html,"Idéalement situé à proximité de la Place de la Contrescarpe, immeuble récent de bon standing avec gardien. Au 3ème étage, appartement...",100.0,3.0,3630.0,12900.0
755,5,1750000,2017-11-08 00:00:00,"162,5",6.0,4.0,https://proprietes.lefigaro.fr/annonces/appartement-paris-ile+de+france-france/12305254/,"Au premier étage d'un immeuble haussmannien de standing avec ascenseur, appartement familial d'une surface de 162,53 m², comprenant...",162.5,1.0,4699.0,10769.23076923077
756,5,1630000,2017-10-31 00:00:00,"84,5",3.0,2.0,https://proprietes.lefigaro.fr/annonces/appartement-paris-ile+de+france-france/14018453/,"Dans un immeuble d'angle avec ascenseur, situé au 4e étage, appartement coup de cœur en parfait état. Il se compose d'une cuisine ouvrant...",84.5,4.0,3050.0,19289.940828402367
757,5,628950,2017-10-31 00:00:00,"44,7",2.0,1.0,http://www.explorimmo.com/annonce-11947447.html,"A toute proximité du Panthéon et du lycée Henri IV, dans un immeuble du XVIIe, appartement de 2 pièces, lumineux et traversant est/ouest...",44.7,3.0,1556.0,14070.469798657718
758,5,370000,2017-10-26 00:00:00,65,3.0,2.0,http://www.explorimmo.com/annonce-13454845.html,"Secteur Henri IV, un charmant appartement atypique de 2 pièces, il est situé dans le quartier Maubert-Mutualité,à deux pas de Notre...",65.0,2.0,1800.0,5692.307692307692
759,5,1200000,2017-10-26 00:00:00,93,3.0,2.0,http://www.explorimmo.com/annonce-9179326.html,"NOTRE DAME - VUE SUR SEINE : au 3 ème étage d'un immeuble historique du 17ème siècle entièrement rénové, le cabinet Jacques Azoulay...",93.0,2.0,5500.0,12903.225806451614
761,5,545000,2017-10-18 00:00:00,51,2.0,1.0,http://www.explorimmo.com/annonce-13860017.html,"Paris 5ème: Jardin des Plantes Dans un bel immeuble ancien et situé au 4ème étage sans ascenseur, charmant 2 pièces de 51m² à refaire....",51.0,4.0,1532.0,10686.274509803921
762,5,372750,2017-10-16 00:00:00,"24,85",1.0,0.0,http://www.explorimmo.com/annonce-13842363.html,"Face à Notre-Dame, place du Petit Pont, dans le coeur pittoresque de Paris, au 3 ème étage , studio de 24,85 m², avec vue imprenable...",24.85,2.0,1325.0,15000.0
763,5,545000,2017-10-04 00:00:00,51,3.0,2.0,http://www.explorimmo.com/annonce-13535645.html,"Paris 5ème: Jardin des Plantes Dans un bel immeuble ancien et situé au 4ème étage sans ascenseur, charmant 3 pièces de 51m² à refaire....",51.0,4.0,1532.0,10686.274509803921
764,5,545000,2017-10-04 00:00:00,"50,49",3.0,2.0,http://www.explorimmo.com/annonce-13516097.html,"Au pied du Jardin des Plantes, face à la Gare d'Austerlitz, Passage Maurel, charmant appartement de 2/3 pièces composé d'un séjour,...",50.49,4.0,1532.0,10794.216676569617
765,5,1590000,2017-10-02 00:00:00,"113,53",5.0,3.0,http://www.explorimmo.com/annonce-13659973.html,"A quelques pas du Jardin des Plantes, cet appartement de 114 m² très joliment rénové en 2016 séduit par son environnement baigné du...",113.53,2.0,3430.0,14005.108781819783
766,5,299000,2017-10-01 00:00:00,21,1.0,0.0,http://www.explorimmo.com/annonce-13438675.html,"EXCLUSIVITE - Quartier St-Michel. Au deuxième étage d'un immeuble de 1850 donnant sur une charmante rue piétonne, beau studio avec...",21.0,2.0,995.0,14238.095238095239
767,5,1100000,2017-09-23 00:00:00,"57,13",3.0,1.0,http://www.explorimmo.com/annonce-13524791.html,"Cet appartement de 57,13 m², situé au 3e et dernier étage d'un immeuble datant de 1970 et doté d'un ascenseur, est exposé plein sud....",57.13,4.0,1890.0,19254.332224750568
768,5,470000,2017-09-23 00:00:00,45,3.0,2.0,http://www.explorimmo.com/annonce-13537353.html,"INSOLITE. Rive gauche, rue Saint-Séverin (rue piétonne) dans le QUARTIER LATIN / SAINT-MICHEL, coeur historique de la capitale, proche...",45.0,6.0,1829.0,10444.444444444445
769,5,330000,2017-09-22 00:00:00,28,1.0,0.0,http://www.explorimmo.com/annonce-11536256.html,"SECTORISATION HENRI IV - PANTHEON Situé rue des Ecoles, studio d'environ 26.12m² loi carrez et 28.44m² au sol au 6ème et dernier étage...",28.0,4.0,1076.0,11785.714285714286
770,5,1288000,2017-09-20 00:00:00,92,3.0,2.0,http://www.explorimmo.com/annonce-13491709.html,"A deux pas de Notre Dame, au 3ème étage sans ascenseur d'un joli immeuble, charmant trois pièces comprenant entrée, très beau séjour...",92.0,3.0,5500.0,14000.0
772,5,1175000,2017-09-14 00:00:00,"89,34",4.0,2.0,http://www.explorimmo.com/annonce-13418331.html,"Au deuxième étage (sans ascenseur) d'un immeuble ancien situé à deux pas du Jardin du Luxembourg, bel appartement de quatre pièces,...",89.34,2.0,2778.0,13152.003581822251
773,5,829000,2017-09-13 00:00:00,"49,34",2.0,1.0,http://www.explorimmo.com/annonce-13302697.html,L'adresse NOVAE Paris 13ème vous présente -ce 2 pièces de luxe dans une résidence de grand standing. Une distribution fonctionnelle...,49.34,1.0,1800.0,16801.78354276449
776,5,385000,2017-09-05 00:00:00,30,1.0,0.0,http://www.explorimmo.com/annonce-13125033.html,"UN PIED A TERRE DE CHARME. Situé dans un des plus anciens quartiers de Paris, rue Galande, à quelques pas de la Sorbonne, et du Pont...",30.0,3.0,1100.0,12833.333333333334
777,5,596000,2017-09-02 00:00:00,32,1.0,1.0,http://www.explorimmo.com/annonce-13277413.html,Appartement - Exclusivité - Studio de 32 m² en très bon état avec vue extraordinaire sur Seine et Notre Dame. RARE. Trois fenêtres...,32.0,3.0,1200.0,18625.0
778,5,2000000,2017-09-02 00:00:00,119,4.0,3.0,http://www.explorimmo.com/annonce-11307369.html,I@D France - Magali COLLET (06 48 22 24 43) vous propose : AU PLUS RAPIDE ! A RÉSERVER... MAGNIFIQUE 4 PIÈCES DUPLEX NEUF. Situé à...,119.0,4.0,3600.0,16806.722689075632
779,5,1878000,2017-09-02 00:00:00,104,4.0,3.0,http://www.explorimmo.com/annonce-11307437.html,I@D France - Magali COLLET (06 48 22 24 43) vous propose : Appartement NEUF 4 pièces à réserver. composé d'un vaste séjour avec coin...,104.0,3.0,3497.0,18057.69230769231
781,5,545000,2017-09-02 00:00:00,51,2.0,1.0,http://www.explorimmo.com/annonce-11685417.html,"I@D France - Stéphanie FOULQUIER (06 87 73 13 00) vous propose : CENSIER DAUBENTON : 2 pièces, situé au 4e étage avec ascenseur dans...",51.0,4.0,1532.0,10686.274509803921
782,5,760000,2017-09-02 00:00:00,44,2.0,1.0,http://www.explorimmo.com/annonce-11307407.html,"I@D France - Magali COLLET (06 48 22 24 43) vous propose : Appartement 2 pièces NEUF à réserver rapidement. Composé d'un séjour cuisine,...",44.0,4.0,1750.0,17272.727272727272
784,5,760000,2017-09-02 00:00:00,70,3.0,2.0,http://www.explorimmo.com/annonce-10939517.html,"I@D France - Stéphanie FOULQUIER (06 87 73 13 00) vous propose : MONGE / CENSIER DAUBENTON : 3P lumineux de 70m2 environ, situé au...",70.0,5.0,2500.0,10857.142857142857
785,5,405000,2017-09-02 00:00:00,37,2.0,1.0,http://www.explorimmo.com/annonce-11770891.html,"I@D France - Stéphanie FOULQUIER (06 87 73 13 00) vous propose : GARE D'AUSTERLITZ / SAINT MARCEL : 2 pièces récemment rénové, situé...",37.0,3.0,1600.0,10945.945945945947
787,5,416000,2017-07-19 00:00:00,"29,7",2.0,1.0,http://www.explorimmo.com/annonce-12775099.html,Paris 5 - Sectorisé Henri IV - Rue Saint Jacques - 2 pièces traversant au calme sur cour. T2 situé au 2ème étage sans ascenseur d'un...,29.7,2.0,1052.0,14006.734006734006
788,5,1660000,2017-07-06 00:00:00,65,3.0,2.0,http://www.explorimmo.com/annonce-11342479.html,EXCLUSIVITÉ - 75005 PARIS - QUAI SAINT MICHEL - VUE EXCEPTIONNELLE SUR NOTRE-DAME DE PARIS Au 3e étage d'un immeuble du ancien en bon...,65.0,3.0,2035.0,25538.46153846154
789,5,760000,2017-06-27 00:00:00,"44,16",2.0,1.0,http://www.explorimmo.com/annonce-12455349.html,"Le 5e arrondissement, quartier emblématique de l'esprit parisien, dévoile au 25 de la rue Poliveau un de ses trésors cachés. Découvrez...",44.16,4.0,1750.0,17210.144927536232
791,5,225000,2017-06-13 00:00:00,20,1.0,0.0,http://www.explorimmo.com/annonce-12316523.html,"Paris 5e: Métro Jussieu En plein coeur du Ve, dans une charmante copropriété avec gardien, au 4e et dernier étage, studio 14m² carrez...",20.0,4.0,849.0,11250.0
792,5,870000,2017-05-29 00:00:00,63,3.0,2.0,http://www.explorimmo.com/annonce-12217120.html,"Un trois pièces de 63 m² Loi Carrez au 1er étage avec Ascenseur, entièrement sur cour, dans une copropriété Hausmannienne de bon standing....",63.0,1.0,1800.0,13809.52380952381
793,5,829000,2017-05-18 00:00:00,"49,34",2.0,1.0,http://www.explorimmo.com/annonce-12161790.html,"Entre les Quais de Seine et le Panthéon, situé à 5 min à pied du Jardin des Plantes et du métro Cardinal Lemoine, cet appartement de...",49.34,1.0,1800.0,16801.78354276449
794,5,1400000,2017-05-17 00:00:00,95,3.0,2.0,http://www.explorimmo.com/annonce-12052225.html,"A deux pas du Jardin des Plantes et de la Place Monge, appartement de 95 m² bénéficiant d'une agréable terrasse de 16 m² au calme....",95.0,2.0,5500.0,14736.842105263158
795,5,866000,2017-05-15 00:00:00,"67,41",3.0,2.0,http://www.explorimmo.com/annonce-11998097.html,"A VENDRE PARIS 5EME - Situé rue Poliveau, au 2ème étage avec ascenseur d'un immeuble contemporain de grand standing, nous vous proposons...",67.41,2.0,2570.0,12846.758641151166
796,5,251450,2017-05-10 00:00:00,18,1.0,0.0,http://www.explorimmo.com/annonce-12110576.html,"Studio 17,92 m2 à rénover, 3ème étage avec ascenseur sur cour sans vis à vis, cuisine séparée, salle d'eau, wc séparé, chauffage collectif,...",18.0,3.0,745.0,13969.444444444445
797,5,1920000,2017-05-05 00:00:00,"110,0",4.0,3.0,https://proprietes.lefigaro.fr/annonces/appartement-paris-ile+de+france-france/11994733/,"A VENDRE PARIS 5EME.Situé rue Poliveau, au 4ème étage d'un sublime immeuble avec ascenseur nous vous proposons ce superbe lot offrant...",110.0,4.0,3750.0,17454.545454545456
798,5,110000,2017-04-24 00:00:00,11,1.0,0.0,http://www.explorimmo.com/annonce-11585260.html,"Entre Métros Maubert Mutualité et Jussieu. Sublime vue dégagée à 180°.Belle chambre très claire de 7,17m2 Loi Carrez, 10,63m2 au sol...",11.0,7.0,595.0,10000.0
799,5,1878000,2017-04-21 00:00:00,"104,85",5.0,3.0,http://www.explorimmo.com/annonce-12009878.html,"A VENDRE PARIS 5EME - Situé rue Poliveau, au 3ème étage avec ascenseur d'un très bel immeuble contemporain nous vous proposons ce superbe...",104.85,3.0,5500.0,17911.301859799714
800,5,1070000,2017-04-21 00:00:00,"69,32",3.0,2.0,http://www.explorimmo.com/annonce-12009877.html,"A VENDRE PARIS 5EME - Situé rue cardinal Lemoine, au 1er étage avec ascenseur d'un magnifique immeuble contemporain, nous vous proposons...",69.32,1.0,2500.0,15435.660703981537
802,5,1316000,2017-04-19 00:00:00,"93,73",3.0,2.0,http://www.explorimmo.com/annonce-11998096.html,"A VENDRE PARIS 5EME - Situé rue Poliveau à proximité du jardin des plantes dans un superbe immeuble contemporain, au 2ème étage avec...",93.73,2.0,5500.0,14040.328603435399
803,5,999000,2017-04-19 00:00:00,"64,86",3.0,2.0,http://www.explorimmo.com/annonce-11998095.html,"A VENDRE PARIS 5EME - Situé rue Cardinal Lemoine, au 1er étage d'un superbe immeuble de grand standing avec ascenseur, nous vous proposons...",64.86,1.0,1800.0,15402.405180388529
804,5,520000,2017-04-19 00:00:00,"24,98",1.0,0.0,http://www.explorimmo.com/annonce-11998092.html,"A VENDRE PARIS 5EME.Situé rue Poliveau, au 4ème étage d'un sublime immeuble avec ascenseur nous vous proposons ce superbe studio offrant...",24.98,4.0,1016.0,20816.653322658127
806,5,1920000,2017-04-19 00:00:00,"109,99",4.0,3.0,http://www.explorimmo.com/annonce-11995028.html,"A VENDRE PARIS 5EME.Situé rue Poliveau, au 4ème étage d'un sublime immeuble avec ascenseur nous vous proposons ce superbe lot offrant...",109.99,4.0,3750.0,17456.132375670517
807,5,1878000,2017-03-29 00:00:00,105,4.0,3.0,http://www.explorimmo.com/annonce-11721481.html,"Venez découvrir cette élégante résidence, à deux pas du jardin des plantes, facile d'accès par les transports en communs : ligne 5...",105.0,3.0,5500.0,17885.714285714286
808,5,180000,2017-03-14 00:00:00,15,1.0,0.0,http://www.explorimmo.com/annonce-11756393.html,"Paris 5ème. / CARDINAL LEMOINE Dans un immeuble récent en pierre de 1975, studio de 15m² situé au 1er étage sans ascenseur. Il se...",15.0,1.0,890.0,12000.0
809,5,1920000,2017-03-09 00:00:00,110,4.0,3.0,http://www.explorimmo.com/annonce-11721486.html,"L'adresse NOVAE Paris 13ème vous présente ce spacieux appartement composé d'un salon ouvert sur une terrasse exceptionnelle, cuisine...",110.0,4.0,3750.0,17454.545454545456
810,5,430000,2017-03-09 00:00:00,27,1.0,0.0,http://www.explorimmo.com/annonce-11721484.html,L'adresse NOVAE Paris 13ème vous présente -ce séduisant studio dans une résidence de grand standing. Une distribution fonctionnelle...,27.0,3.0,1050.0,15925.925925925925
811,5,1920000,2017-02-04 00:00:00,106,4.0,3.0,http://www.explorimmo.com/annonce-11307357.html,I@D France - Magali COLLET (06 48 22 24 43) vous propose : A 400 mètres du jardin des plantes et 900 mètres de la gare d'Austerlitz....,106.0,3.0,5500.0,18113.20754716981
813,5,320000,2016-08-31 00:00:00,25,1.0,0.0,http://www.explorimmo.com/annonce-10393534.html,appartement - Au sein d'une résidence Hôtelière (4 étoiles) entre La Sorbonne et le Panthéon. Studio d'investissement de 31m². . Ce...,25.0,4.0,930.0,12800.0
814,5,2400000,2016-08-03 00:00:00,145,5.0,3.0,http://www.explorimmo.com/annonce-10564796.html,"Quai Saint Michel : appartement d'exception avec vue sur la Seine et Notre Dame, seul à l'étage, ce bien bénéficie d'un plan parfaitement...",145.0,3.0,4540.0,16551.724137931036
815,5,1288000,2016-01-08 00:00:00,92,3.0,2.0,http://www.explorimmo.com/annonce-7231478.html,"QUAI DE SEINE/NOTRE DAME. Exceptionnel. Dans un immeuble du XVème siècle, appartement de caractère : 92 m² en parfait état, belle entrée,...",92.0,3.0,5500.0,14000.0
816,6,2100000,2018-01-27,146,6.0,3.0,http://www.explorimmo.com/annonce-15031009.html,"BAC - SEVRES BABYLONE Aux portes du 6ème arrondissement, bel immeuble d'angle en pierre de taille, appartement au 2ème étage ascenseur,...",146.0,2.0,6500.0,14383.561643835616
817,6,1120000,2018-01-27,77,3.0,1.0,http://www.explorimmo.com/annonce-15030727.html,"ODEON - JARDIN DU LUXEMBOURG Bel immeuble ancien, appartement au 2ème étage ascenseur, clair, calme, ensoleillé, avec de beaux volumes...",77.0,2.0,3000.0,14545.454545454546
818,6,2700000,2018-01-27,170,7.0,4.0,http://www.explorimmo.com/annonce-15028813.html,"Immeuble haussmannien de grand standing, appartement familial et de réception, seul à l'étage, 7 pièces, ensoleillé, excellent plan,...",170.0,3.0,5920.0,15882.35294117647
819,6,2695000,2018-01-27,167,5.0,3.0,http://www.explorimmo.com/annonce-15028487.html,"Immeuble ancien de grand standing, superbe appartement 5/6 pièces de 167m² loi Carrez au 4ème étage avec ascenseur, calme et lumineux,...",167.0,4.0,8000.0,16137.724550898203
820,6,3950000,2018-01-27,152,5.0,3.0,https://proprietes.lefigaro.fr/annonces/appartement-paris-ile+de+france-france/15024047/,"En plein cœur de Saint-Germain des Près, entre les rues de Seine et Mazarine, seul au 2ème étage d'un bel immeuble en pierre de taille...",152.0,2.0,7350.0,25986.842105263157
822,6,1490000,2018-01-27,"122,05",7.0,4.0,http://www.explorimmo.com/annonce-15025985.html,"PARIS (6ème). Au coeur du secteur très recherché et commerçant de la rue du Cherche-Midi, à proximité du Bon Marché et du Jardin du...",122.05,4.0,3510.0,12208.11142974191
825,6,3850000,2018-01-27,201,5.0,4.0,http://www.explorimmo.com/annonce-11256691.html,"Situé entre la place Saint Germain des Prés et la Place Saint Sulpice, au 4ème étage avec ascenseur d'un très bel immeuble en pierre...",201.0,4.0,9300.0,19154.228855721394
827,6,925000,2018-01-25,64,3.0,2.0,http://www.explorimmo.com/annonce-14530031.html,"Appartement - Appartement 3 pièces - Bon Marché - Entièrement refait à Neuf. Appartement de 64,06m² au 3ème étage sans ascenseur d'un...",64.0,3.0,3500.0,14453.125
828,6,295000,2018-01-25,20,1.0,1.0,http://www.explorimmo.com/annonce-14373145.html,"Idéalement situé à Odéon-Buci, dans un immeuble du XVIII ème siècle, au 1er étage sur cour au calme, charmant studio avec mezzanine...",20.0,1.0,930.0,14750.0
829,6,1850000,2018-01-25,"88,1",4.0,3.0,https://proprietes.lefigaro.fr/annonces/appartement-paris-ile+de+france-france/15008275/,"Au deuxième étage d'un immeuble datant du XVIIIe et doté d'un ascenseur, appartement de charme de quatre pièces qui se compose d'une...",88.1,2.0,2684.0,20998.864926220205
830,6,395000,2018-01-25,24,1.0,1.0,http://www.explorimmo.com/annonce-15016867.html,"PARIS 6EME ARRONDISSEMENT, GRAND studio,STANDING,proche Boulevard saint germain,et Rue Mazarine de 24m2 totale,et 22m2 carrez,entrée,sejour,coin...",24.0,2.0,1100.0,16458.333333333332
831,6,733600,2018-01-25,"53,7",2.0,1.0,http://www.explorimmo.com/annonce-15016133.html,"Rue des Saints-Pères, Dans petite copropriété, sécurisée nous vous proposons un appartement 2 pièces de 54m² sur rue et cour au 3ème...",53.7,3.0,1955.0,13661.080074487894
832,6,1440000,2018-01-25,107,4.0,2.0,http://www.explorimmo.com/annonce-15015133.html,"Entre la place Saint-Germain des Prés et la Place Saint-Sulpice, dans un immeuble gardienné datant du 19ème siècle, au 2 ème étage...",107.0,2.0,3900.0,13457.943925233645
833,6,450000,2018-01-25,"26,61",1.0,0.0,http://www.explorimmo.com/annonce-15012293.html,"Paris 6ème - SÈVRES / BABYLONE. Dans une rue calme à proximité du Bon Marché, ce studio de 26,61m² loi Carrez au 5ème étage avec ascenseur...",26.61,5.0,930.0,16910.935738444194
834,6,925000,2018-01-25,"64,06",3.0,2.0,http://www.explorimmo.com/annonce-15012155.html,"PARIS 6 - DUROC - Dans un immeuble 1900 au 3ème étage sans ascenseur, appartement de 64 m² au sol entièrement rénové. Il comprend une...",64.06,3.0,3500.0,14439.58788635654
835,6,1850000,2018-01-25,"88,24",4.0,3.0,http://www.explorimmo.com/annonce-15012151.html,"PARIS 6 - MAZARINE - RENOVATION DE STANDING - 3 CHAMBRES Situé dans un immeuble 18ème, cet appartement composé d'une entrée, d'un...",88.24,2.0,2684.0,20965.548504079783
837,6,840000,2018-01-25,"42,95",1.0,1.0,http://www.explorimmo.com/annonce-15011703.html,"SITUATION EXCEPTIONNELLE! Face au BON MARCHE, au 9ème étage d'un immeuble récent de grand standing, le groupe Vaneau vous propose un...",42.95,9.0,1395.0,19557.625145518043
838,6,1940000,2018-01-25,"118,04",4.0,3.0,http://www.explorimmo.com/annonce-15011697.html,"Quartier Vavin, nous vous proposons au 5ème étage d'un très bel immeuble Pierre de Taille, un appartement d'une superficie de 123m²...",118.04,5.0,7500.0,16435.106743476787
839,6,630000,2018-01-25,"60,86",4.0,3.0,http://www.explorimmo.com/annonce-15011059.html,"Au pied du métro VAVIN dans un immeuble ancien, 4 pièce de 60,86m² au 3eme étage comprenant un séjour, une cuisine indépendante, 3...",60.86,3.0,2500.0,10351.62668419323
840,6,629900,2018-01-25,47,2.0,1.0,https://proprietes.lefigaro.fr/annonces/appartement-paris-ile+de+france-france/15010173/,"Equinimo, les commissions les plus faibles du marché, vous propose cet appartement entièrement refait à neuf de 47m², au 1er étage...",47.0,1.0,1550.0,13402.127659574468
841,6,430000,2018-01-25,"26,55",2.0,1.0,http://www.explorimmo.com/annonce-14343231.html,"Grands Augustins Dans un bel immeuble ancien , charmant deux pièces meublé et aménagé, au calme sur cour, comprenant un séjour avec...",26.55,1.0,1600.0,16195.856873822975
842,6,198000,2018-01-24,"14,2",2.0,1.0,http://www.explorimmo.com/annonce-15006549.html,"Paris 6ème - St Germain - Odéon - 2 studettes au dernier étage avec ascenseur, d'une belle copropriété PdT. Située l'une...",14.2,4.0,630.0,13943.661971830987
843,6,1585000,2018-01-24,"96,01",4.0,2.0,http://www.explorimmo.com/annonce-14944449.html,"EXCLUSIVITE - Situé à quelques pas du Bon Marché, le Groupe Vaneau vous propose un bel appartement de 96 m2 situé au 6ème étage avec...",96.01,6.0,2700.0,16508.697010728047
844,6,1440000,2018-01-24,104,4.0,2.0,https://proprietes.lefigaro.fr/annonces/appartement-paris-ile+de+france-france/12305143/,"Au cœur de Saint-Germain-des-Prés, au calme absolu, appartement d'une surface de 104 m² situé au 2e étage d'un immeuble ancien avec...",104.0,2.0,3900.0,13846.153846153846
845,6,1880000,2018-01-24,127,4.0,2.0,http://www.explorimmo.com/annonce-14979193.html,"Rue BONAPARTE, à deux pas de l'église SAINT GERMAIN DES PRES, très agréable appartement traversant de 127 m2, donnant pour partie sur...",127.0,1.0,6500.0,14803.149606299212
846,6,780000,2018-01-24,45,2.0,1.0,http://www.explorimmo.com/annonce-13242047.html,"COMME UNE MAISON, Très beau duplex d'environ 50m² ( 45 m² LC) sur jolie cour au 1er et second étage. Entièrement refait à neuf par...",45.0,1.0,1400.0,17333.333333333332
847,6,320000,2018-01-24,24,1.0,1.0,http://www.explorimmo.com/annonce-15001311.html,Paris VIème - SAINT-GERMAIN-DES-PRÉS - APPARTEMENT TRAVERSANT EN ÉTAGE ÉLEVÉ AVEC ASCENSEUR ET CHEMINÉE AINSI QUE DES POUTRES APPARENTES...,24.0,5.0,907.0,13333.333333333334
848,6,1640000,2018-01-24,100,5.0,3.0,http://www.explorimmo.com/annonce-14995065.html,"Près des frondaisons du jardin du Luxembourg, un appartement familial de 100 m2 disposé comme un petit palais. Dans une rue prolongeant...",100.0,3.0,3630.0,16400.0
